rollNo,studentName,math,physics,chemistry,grade
547252,Michael Austin,49,88,98,B+
503116,Kristin Silva,44,72,30,D
500042,Brett Walsh,53,61,38,D
516225,James Deleon,48,87,36,C
587189,Christopher Garrett,66,65,57,B
588278,Ryan Ingram,27,61,34,D
513412,Timothy Mills,20,87,66,C
548310,Michael Bailey,27,70,33,D
577305,Dustin Roman,70,85,43,B
524987,Brian Moore,82,47,83,B
578194,Casey Davis,96,83,48,B+
543163,Gregory Gardner,35,41,15,F
500662,David Gomez,31,78,91,B
506112,Joseph Golden,84,98,95,A+
538957,Jennifer Fry,72,14,52,D
585337,Dr. Adam Hall,60,76,60,B
544787,Dr. Amber Mayo,45,83,84,B
503842,Steve Luna,54,61,29,D
515917,Matthew Miller,35,93,85,B+
553755,Joseph Barber,62,87,36,B
547896,Adrienne Burton,89,79,36,B
547314,Diana Joseph,31,69,21,D
561093,Zachary Crosby,66,11,58,D
538402,Justin White,79,81,27,B
594225,Austin Jenkins,94,46,98,B+
597134,Matthew Henderson,54,95,52,B
527155,Casey Williams,40,82,23,D
562954,Theresa Armstrong,28,52,87,C
528163,Elizabeth Gregory,74,95,93,A
593993,Brad Davis,23,36,26,F
538489,Janet Rowland,33,88,95,B+
528875,Denise Johnson,37,49,95,C
571636,Scott Massey,17,42,77,D
503144,Ariana Watkins,73,47,61,C
526922,Mackenzie Riddle,34,51,91,C
589648,Jennifer Smith,38,56,92,B
527650,Christine Herrera,53,14,32,D
506769,John Boone,44,40,38,D
511855,Joseph Myers,20,55,92,C
582820,Dennis Baker,58,11,73,D
515871,Jill Kim,80,59,63,B
574821,Emma Soto,55,71,61,B
568685,Taylor Logan,34,35,14,F
560870,Jon Nguyen,90,68,95,A
522358,Steven Holt,32,90,89,B
534546,Kathy Nelson,24,95,39,C
565740,Michael Duran,59,80,45,B
571104,Antonio Johns,63,16,56,D
581173,Debra Moody,55,97,46,B
526715,Sharon Taylor,27,11,10,F
555297,Jacob Hood,68,15,85,C
510841,Melissa Wilson,49,20,40,D
516025,Beth Baker,20,33,75,D
536173,Anthony Roman,90,93,94,A+
593107,Maureen Davis,74,50,83,B
522516,Ricky Kelley,35,66,73,C
596924,Yesenia Williams,61,43,54,C
584579,Mark Bender,23,25,54,D
534482,Amber Torres,20,89,48,C
526363,Sean Tucker,99,38,87,B+
555128,Emily Brown,78,42,41,C
580355,Christina Madden,98,67,60,B+
539512,Ashley Johnson,63,29,86,C
544475,Mike Johnson,38,15,32,F
568981,William Boyd,89,88,41,B+
506852,John Moore,93,40,49,C
522120,Michael Davis,29,80,76,B
592966,Terri Christensen,69,93,61,B+
518658,Doris Obrien,14,17,20,F
511844,Nathan Weaver,35,75,62,C
522221,Kristy Duncan,33,59,13,D
506844,Mr. Frank Black,68,49,85,B
520943,Reginald Norris,26,70,27,D
571433,Carol Higgins,25,81,45,D
533472,Margaret Williams,56,26,85,C
564691,Sandra Johnson,78,13,23,D
584631,Andrew Case,48,38,46,D
586640,Jacob Malone,71,73,81,B+
513995,Jose Robinson,100,58,30,B
599954,Bernard Price,87,57,72,B+
574036,Steve Russell,86,17,22,D
543172,Alicia Gonzalez DDS,41,29,50,D
594295,Benjamin Thomas,30,32,52,D
590854,Carrie Obrien,41,71,63,C
529758,Rebecca Adams,63,31,95,B
572032,Andrew Hopkins,81,60,21,C
536946,Erica Mendoza,77,44,39,C
584419,Ronald Wright,21,79,56,C
522160,Michelle Wade,78,100,25,B
551516,Kathleen Hunter,32,44,73,D
546313,Stanley Gutierrez,13,83,29,D
501305,Michelle Palmer,90,11,70,C
526406,Justin Hernandez,83,64,69,B+
525480,Eric Munoz,80,40,31,D
581896,Cassandra Smith,29,83,91,B
550166,Becky Clark,67,61,42,C
500107,Frederick Thompson,48,75,37,C
581661,Holly Taylor,21,61,30,D
560256,Mrs. Alexis Dennis,35,89,93,B+
547129,Jordan Gonzalez,45,94,38,C
556784,Arthur Nichols,77,80,50,B
515750,Diane Spencer,79,74,10,C
504837,Jessica White,96,57,28,C
570003,Theresa Scott,28,26,11,F
567226,Anthony Swanson,14,58,64,D
557635,Daniel Harrison,30,64,32,D
518841,Laura Marquez,28,81,85,B
562315,Mary Jones,35,61,88,B
527789,Lauren Miller,65,87,77,B+
552254,Mary Deleon,65,11,38,D
590678,Laura Brewer,94,52,10,C
563017,Richard Griffin,17,43,74,D
557600,Kimberly Hobbs,12,83,95,B
581508,Jennifer Garrison,54,77,98,B+
528850,Danielle Frost,36,77,82,B
535759,Kenneth Hernandez,46,86,95,B+
565535,Michael Gray,91,45,28,C
595311,Susan Rhodes,33,48,56,D
561585,Rebecca Green,67,79,91,B+
590018,Laura Salazar,58,11,36,D
536794,Deborah Taylor,74,81,25,C
546735,Robin Lewis,98,58,84,B+
595919,Jessica Hopkins,42,94,85,B+
540212,Gregory Lopez,18,94,73,B
554717,Amanda Walker,12,55,60,D
529102,Megan Brown,80,66,85,B+
549247,Ryan Higgins DDS,19,71,32,D
565809,Betty Welch,25,67,11,D
552125,Manuel Anthony,26,24,62,D
555252,Jordan Brown,56,38,49,D
531700,Jonathan Villarreal,19,97,77,B
544303,Marissa Smith,96,51,100,A
543844,Dennis Howell,75,68,15,C
584908,Jenna Porter,64,65,16,D
538943,Michael Jones,45,74,18,D
595346,David Valenzuela,26,89,69,B
556270,Daniel Greene,75,10,47,D
544165,Justin Burke,77,83,58,B+
552584,Cole Russell,88,89,41,B+
540671,Jason Johnson,76,72,44,B
567814,William Parker,26,92,30,D
561216,Bryce Hunt,56,34,32,D
583503,Jacqueline Tate,64,43,23,D
514733,Cheryl Harrison,76,52,42,C
579581,Angela Hampton,56,63,45,C
547807,Tina Strickland,69,61,82,B
584779,William Thompson,30,17,90,D
557051,Denise Barnes,78,37,73,B
598130,Steven Edwards,11,73,90,C
546266,Emma Fowler,69,54,97,B+
519679,Anthony West,100,54,56,B
553298,Jerry Ward,68,82,94,A
521288,Crystal Daniels,83,48,48,C
518757,Corey Simpson,71,22,83,C
540182,Jeanette Watson,83,68,32,B
546132,Felicia Mahoney,93,31,40,C
544243,Kenneth Maddox,39,52,26,D
504304,Joseph Hodges,75,17,67,C
524654,Justin Perez,29,84,46,C
585594,Stephanie Romero,34,79,57,C
597842,Dr. Sierra Wolfe,32,20,33,F
549450,Sylvia Baxter,88,21,13,D
547128,Erika Terrell,71,63,45,C
589388,Marie Castaneda,71,71,80,B+
561008,Brian Brandt,56,88,93,B+
502305,Christian Moore,65,13,51,D
520797,Gregory Smith,66,44,75,B
530470,Carla Smith,50,70,20,D
587884,Cassie Jordan,19,51,99,C
597224,Micheal Duncan,57,15,74,D
553654,Zachary Cooley,23,72,59,C
560064,Tina Pena,48,36,27,D
514991,Alicia Jimenez,82,46,67,B
505409,Sharon Montgomery,81,81,13,C
599669,David Phillips,59,90,97,A
517795,Sheila Preston,29,89,43,C
566690,Timothy Myers,49,24,51,D
543554,Kristen Mcdowell,61,86,33,C
510833,Douglas King,83,82,38,B
522194,Shannon Koch,44,75,14,D
516875,Angel King,32,15,51,F
534060,Catherine Newton,38,64,66,C
590448,William Price,17,75,24,D
543567,Ashley Jimenez,81,16,23,D
515288,Brian Ward,65,56,70,B
579278,Noah Griffin,42,10,80,D
578975,Peter Johnson,59,76,54,B
599816,Kyle Fischer,70,27,79,C
540952,Mary Davis,80,22,100,B
590516,Dr. James Erickson,20,40,18,F
558863,Erin Smith,11,89,55,C
557619,Jose Lee,62,91,63,B+
549194,Mariah Blair,40,64,43,D
533607,John Lucas,72,35,76,B
507783,Joshua Henson,85,89,88,A
551205,Eric Hull,11,15,71,F
557319,Kimberly Lin,68,85,62,B+
565250,David Martin,59,30,24,D
514767,David Clark,44,89,17,D
539901,Ronald Campbell,40,44,22,D
565444,Kyle Simmons,71,98,38,B
529157,Marissa Cardenas,86,63,20,C
525099,Eric Sloan,51,61,59,C
597285,Lauren Jones,62,13,75,D
506408,Steven Ballard,41,65,46,D
539687,Mrs. Meghan Cruz,73,43,64,C
591491,Christopher Gray,81,66,29,C
564100,Rebecca Mendoza,63,46,40,D
539879,Angela Barnes,70,39,76,B
596031,Vanessa Graham,36,39,32,D
520141,Brittany Davenport,62,51,64,C
522023,Angela Johnston,80,48,50,C
595116,Jacqueline Richards,85,32,49,C
512387,Amanda King,85,45,30,C
585185,Jennifer Guzman,91,79,23,B
514361,Douglas Jackson,96,53,51,B
520879,Lisa Johnson MD,92,49,98,B+
587325,Robin Smith,49,19,53,D
568417,Andrea Melton,89,39,30,C
552355,Danielle Simpson,29,67,28,D
597182,Dawn Wallace,68,78,100,A
592049,Nicole Trujillo,87,84,36,B
578635,Alexis Johnson,30,18,51,D
568212,Samuel May,12,20,27,F
530715,Bobby Jones,15,12,74,D
560739,Sarah Rhodes,27,54,87,C
562287,Joseph Garza,22,85,44,D
518313,Timothy Steele,38,19,51,D
560999,Kayla Howard,43,96,23,C
579036,Tommy Villanueva,25,11,17,F
556694,Patrick Middleton,16,59,21,F
595200,Russell Nguyen,59,18,75,D
548173,Amanda Dunn,75,15,19,D
578753,Kelly Ryan,100,42,76,B+
511487,David Brown,35,50,97,C
528288,Jacob Costa,17,83,66,C
584821,Jackie Coleman,23,39,62,D
534355,Mark Johnson,95,50,90,B+
577359,Emily Peterson,25,28,73,D
549367,Mark Flowers,65,44,96,B
592157,Rose Castillo,29,97,67,B
531043,Joseph Jordan,56,73,97,B+
504662,Steven Russell,64,89,11,C
591793,Brian Doyle,92,33,24,D
507857,Karen Edwards,100,81,16,B
500661,Harold Boyd,56,81,63,B
594233,Robert Leonard,17,73,37,D
523077,Garrett King,21,41,31,F
515143,Dr. Jeffrey Johnson,47,78,84,B
541300,Mrs. Brianna Mendoza MD,85,64,73,B+
507287,Marie Hall,97,42,91,B+
527503,Robert Clark,52,57,89,B
584940,Dean Tanner,13,81,74,C
578466,Michelle Tate,40,74,12,D
525582,Wayne Estes,69,54,19,D
589048,Martin Deleon,89,97,73,A
579769,Aaron Reyes,24,28,100,D
536362,Jessica Lynch,44,75,28,D
558340,William Hill,38,48,60,D
553056,Heather Johnson,52,52,83,B
558440,Nicole James,76,42,75,B
506859,James Sanchez,85,35,42,C
510684,Lisa Jimenez,67,98,95,A
577153,Jason Hoffman,29,20,50,D
562001,Ralph Morales,42,74,33,D
555000,Steven White,72,19,25,D
566047,Sally Baker,92,14,26,D
504779,Ryan Roberts,100,66,73,B+
567345,Hannah Simon,11,70,75,C
514508,Robert Huynh,46,66,50,C
553149,Kathy Scott,60,73,36,C
534525,Maria Olsen,26,15,17,F
568294,Dennis Murray,81,93,17,B
549199,Michael Hopkins,38,74,23,D
540919,Aaron Hernandez,42,73,85,B
579720,Molly Parker,55,24,12,F
536917,Nicholas Harris,65,91,89,A
565455,Steven Rose,79,17,93,B
548453,Tyler Dunn,86,94,63,A
520653,Nicole Fuller,46,34,83,C
523310,Veronica Frederick,28,79,13,D
509405,Joshua Harris,38,63,91,B
500742,Leslie Sullivan,30,92,43,C
513693,William Carpenter,28,52,80,C
547990,Nancy Stone,74,95,57,B+
592032,Julie Lopez,17,21,100,D
539258,Shawn Davis,58,86,66,B
548962,David Knapp,99,69,16,B
516789,William Jones,72,19,98,B
530868,Lynn Evans,12,14,37,F
584527,Douglas Crane,34,40,22,F
569453,Luke Juarez,37,31,65,D
549040,Jessica Carroll,63,21,41,D
538122,Michael Shaw,31,97,89,B+
534081,Linda Horne,67,29,20,D
512292,Megan Huffman,20,42,72,D
522436,Lori Walker,17,89,27,D
594667,Ellen Dixon,23,69,82,C
566973,Stephanie Griffin,20,17,37,F
515033,Mrs. Jamie Rice,69,32,53,C
576620,Brenda Miller,75,57,77,B
595824,Daniel Torres,29,61,85,C
524772,Glen Brown,35,60,81,C
550520,Kimberly Burke,75,20,91,B
553596,Isaiah Keller,73,88,48,B
517999,Stephanie Mitchell,40,59,47,D
526296,Joe Hernandez,79,43,58,C
592731,Steven Curtis,61,50,52,C
518411,Brenda Henry,65,69,73,B
572829,Anne Kennedy,20,20,57,F
580035,Lisa Estrada,87,80,39,B
595627,Brandy Soto,13,51,43,D
526960,Joseph Ali,93,80,61,B+
597010,Dr. Julie Edwards,24,79,24,D
506318,David Hill,10,28,73,D
554604,Mary May,38,44,23,D
561231,Taylor Walton,88,66,47,B
528391,Nicholas Franklin,76,36,46,C
550740,Jamie Garrett,39,22,27,F
533228,Johnny Solis,13,15,14,F
528149,Brenda Richards,53,71,75,B
548610,Thomas Bush,14,60,55,D
581982,Jared Wiley MD,45,41,69,C
562038,Christina Kelly,73,62,59,B
501170,Kelli Petersen,99,72,31,B
581807,Lacey White,49,46,78,C
576942,Brandi Gallagher,59,47,89,B
548969,Joseph Cunningham,23,31,24,F
568743,Mary Leblanc,33,93,21,D
568576,Michael Scott,17,76,20,D
581302,Brittany Case,84,50,29,C
513768,Trevor Mitchell,95,21,75,B
589591,Jeffrey Mcdowell,17,72,63,D
553619,Sierra Hansen,79,92,26,B
575664,Amy Butler,94,62,30,B
507117,Teresa Davis,96,54,76,B+
526561,Nancy Stephens,53,41,29,D
563171,Katherine Fields,35,86,81,B
591269,Alexandria Thornton,20,37,83,D
510022,Brooke Davis,16,14,85,D
548058,Philip Anderson,43,41,86,C
585061,Mark Goodwin,89,65,46,B
550986,Kristen Yang,20,67,87,C
519083,Kathryn Knapp,87,45,10,D
527963,Jacqueline Rose,89,23,21,D
544934,Robert Oliver Jr.,92,59,13,C
550779,John Nelson,57,29,56,D
533735,Jill Frey,12,31,23,F
536408,Sarah Jordan,35,17,37,F
530673,Kristin Reyes,59,72,39,C
503720,Courtney Rojas,36,44,70,D
547826,William Green,23,80,79,C
512726,Kristina Townsend,64,15,90,C
512089,Timothy Ortiz,24,99,69,B
514509,Robin Rodriguez,78,75,66,B+
516808,Kayla Lewis,78,92,49,B+
500442,Kerry Medina,44,54,16,D
594175,Brian King,79,58,13,D
544075,Angel Griffin,17,36,21,F
519398,Thomas Nielsen,94,94,22,B
570595,Jeffrey Schultz,36,96,88,B+
502119,Bradley Hull,16,84,65,C
544233,Gary Neal,70,13,41,D
513141,Leon Acevedo,24,85,80,B
597844,Anthony Leonard,75,17,76,C
538985,Lisa Morris,88,73,41,B
550510,Lori Silva,62,27,55,D
506448,Karen Brooks,46,100,51,B
558956,Leslie Garza,56,24,80,C
508694,Ana Rios,16,14,83,D
598769,Jasmine Huff,21,13,53,F
583554,Samantha Brown,86,81,44,B
500899,Heather Wolf,35,15,55,D
510800,Toni King,92,85,17,B
510994,Michelle Weaver,62,76,44,C
525840,Tammy Maldonado,60,24,93,C
512058,Zachary Anthony,78,26,32,D
502426,Kristopher Carlson,38,58,32,D
510303,Roger Bell,71,38,80,B
564032,Matthew Rojas,63,10,73,D
545038,Jasmine Parker,24,99,47,C
588170,Jenna Stevens,36,32,69,D
547830,Dorothy Ibarra,70,36,35,D
525243,James Coleman,67,54,39,C
517372,Anthony Benson,22,36,86,D
529958,Kayla Cole,17,79,88,B
580067,James Barnett,90,16,83,B
526798,Matthew Mcdonald,27,86,15,D
574103,Joseph Mcdonald,41,24,16,F
511646,Veronica Perez DDS,80,68,18,C
541498,Justin Houston,62,40,69,C
577580,Jessica Lee,18,49,76,D
585596,Douglas Valdez,27,74,96,B
550267,Amy Patterson,37,81,48,C
559297,Robert Rivera,29,52,90,C
547076,Walter Thomas,28,94,86,B
554844,Keith Carr,61,50,17,D
507420,Heather Logan,24,18,78,D
558489,Jacqueline Sharp,55,54,98,B
562264,Pamela Mcclain,11,60,17,F
515594,Sandra Crawford,50,44,45,D
590187,Benjamin Cardenas,23,35,46,D
521326,Jeremy Martinez,64,76,79,B+
535272,Angela Smith,73,33,17,D
504224,Brandy Hernandez,60,74,19,C
558592,Richard Bennett,89,48,66,B
545205,Gregory Henderson,93,35,21,D
580415,Amanda Little,24,97,77,B
577829,Whitney Taylor,85,29,43,C
507250,Olivia Willis,24,99,97,B+
558025,Mercedes Simon,87,33,85,B
518000,Dustin Yang,35,33,68,D
520775,Melissa Meza,49,91,47,B
534817,Kara Hartman,40,61,49,D
594013,Troy Ballard,48,46,24,D
551951,Alexandra Steele,29,22,34,F
511995,Allison Simpson,15,68,20,D
575757,Benjamin Roman,75,47,94,B+
582741,Andrew Green,80,38,13,D
535121,Peter Ramirez,98,38,57,B
578761,Ryan Perez,42,24,94,C
569018,Vicki Macdonald,73,15,38,D
587692,Rebecca Carter,63,93,90,A
561200,Jennifer Fowler,11,68,60,D
559600,Dakota Stewart,33,43,48,D
544699,Patricia Owens,30,71,100,B
583628,Thomas Fox,22,38,81,D
543679,Vanessa Lutz,34,49,77,C
592511,George Campbell,71,97,82,A
581638,Kenneth Robinson,54,27,23,D
500177,Jennifer Barnett,26,48,53,D
582405,Kimberly Ortega,87,26,25,D
516776,Thomas Miller,73,19,47,D
507286,Antonio Castillo,59,62,68,B
560730,Hannah Lucas,21,87,42,D
545268,Jessica Cruz,62,19,54,D
518907,Jeremiah Gonzalez PhD,23,95,28,D
567653,Victoria Snyder,59,22,71,D
590200,Steven Patterson,55,79,79,B+
587311,Nicholas Fisher,26,98,16,D
515188,Madison Velasquez,49,10,72,D
573848,David Roberts,61,71,14,D
504698,Patrick Robinson,46,61,84,B
513389,Ashley Meza,21,12,54,F
578889,Melinda Cruz,90,97,68,A
576673,Gregory Stone,38,54,73,C
563140,Andrea Williams,41,95,94,B+
554758,Becky Molina,37,68,36,D
596096,Jacqueline Hampton,78,71,94,A
575336,Jesse Edwards,47,90,87,B+
531972,Madison Bass,53,70,26,D
571926,Michael Turner,62,84,67,B+
508584,Jennifer Taylor,92,29,93,B+
553527,Thomas Peterson,51,50,63,C
561643,Scott Watson,74,67,69,B
571888,James Fox,73,65,82,B+
577504,Taylor Travis,30,36,71,D
579652,Taylor Whitehead,70,33,29,D
577581,David Hall,72,37,34,D
553158,Jason Kelly,63,91,28,C
576686,Danny Payne,27,83,34,D
565877,Melissa Watts,94,32,38,C
556839,Craig Powers,82,61,69,B
578441,Stephanie Garner,16,86,85,B
582039,Cody Shannon,77,48,40,C
549575,Kevin Huynh,89,83,74,A
585384,Nicholas Riley,49,54,97,B
556944,Stacey Huerta,10,29,29,F
560233,Stephanie Cross,14,36,37,F
599496,Leah Spears,41,84,35,C
525503,Mark Thompson,18,21,97,D
502736,Lori Montoya,18,66,85,C
554024,Dustin Anderson,94,80,37,B
579639,Joshua Ewing,76,98,87,A
520532,Heather Underwood,52,16,14,F
563480,Andrea Hardin,83,73,31,B
595855,Andrew Robinson,27,59,70,C
599626,Nathan Rodriguez,17,30,59,D
519299,Amber Watkins,87,11,88,B
506269,Kristin Cortez,57,97,93,A
573457,Mackenzie Wood,73,43,68,B
527422,Alexis Baker,44,67,54,C
518467,Shannon Campbell,76,69,15,C
569177,Beth Mays,53,62,44,C
504621,Charles Brooks,42,59,33,D
514212,Michael Mercado,43,47,80,C
526616,Lisa Harris,77,89,80,A
567295,Tiffany Johnson,83,69,99,A
551530,Dennis Collins,43,86,91,B+
555930,Tyler Chavez,73,19,88,C
593010,Dawn Keith,59,47,95,B
539494,Tyler Wallace,56,16,67,D
542260,Michael Mcbride,93,57,11,C
579353,Veronica Young,23,76,44,D
525929,Matthew Fuller,54,87,93,B+
543027,Jane Morris,88,55,95,B+
564223,Mark Cabrera,34,75,26,D
544158,Kenneth Green,24,56,83,C
550158,Kenneth Williams,72,72,52,B
562317,Heather Marshall,28,23,13,F
547472,Katherine Walker,86,74,93,A
587402,Anthony Allen,64,22,59,D
562544,Ashley Simon,18,63,38,D
545535,Sabrina Curtis MD,14,70,28,D
534408,Caleb Larson,11,79,26,D
567962,Mary Murphy,56,72,61,B
526578,Brittany Sandoval,21,45,75,D
521390,Sheri Roberts,59,85,56,B
519618,Jacqueline Richardson,73,48,95,B+
560684,Russell Garcia,21,16,75,D
598447,Robert Herrera,73,61,21,C
596793,Shane Byrd,94,99,62,A
555513,Daniel Edwards,35,34,46,D
536468,Debra Weber,52,90,36,C
576283,Javier Rice,58,68,88,B+
540963,Michelle Brooks,33,10,70,D
518589,Rebecca Schmidt,88,52,67,B
571336,Stephanie Petty,50,77,34,C
551430,Matthew Maynard,40,14,67,D
588231,Terri Nelson,65,81,78,B+
542444,Michelle Fuller,17,92,48,C
553261,Pamela Harper,72,41,74,B
586972,Christopher Carlson,12,89,66,C
534985,Jeffrey Cabrera,73,20,17,D
512740,Michelle Nolan,47,84,80,B
543628,Matthew Flores,52,69,96,B+
532750,Paul Davis,82,100,70,A
594283,Joyce Austin,80,46,22,D
542128,Wayne Russell,47,54,50,D
516285,Samuel Ross,48,26,89,C
536850,Sherry Sandoval,43,84,22,D
506353,Alyssa Larson,65,26,97,B
544417,Donald Freeman,79,55,36,C
555196,Terri Freeman,59,84,59,B
525242,Scott Murphy,57,75,90,B+
586059,Madison Moran,86,53,100,B+
528922,Rebecca Boyd,92,28,41,C
515593,Joanne Moore,47,84,21,D
536772,Benjamin Ward,13,49,64,D
573375,Brian Grant,26,73,91,B
581175,Christopher Johnson,34,84,21,D
508586,Richard Lambert,13,96,62,C
506457,Omar Rogers,45,94,42,C
578140,William Guzman,88,19,21,D
581480,Derrick Reed,94,12,96,B
586921,Kimberly Lopez,17,81,29,D
564050,Melody Cooper,94,23,67,B
512633,Savannah Coffey,31,84,86,B
505348,James Morris,57,34,33,D
501254,Antonio Lee,44,89,27,C
525177,Sara Hall,76,49,73,B
569786,David Green,65,69,89,B+
579482,Kristin Byrd,33,76,16,D
548421,Michele Taylor,93,24,35,D
594518,Brittney Jackson,35,64,12,D
521093,Angela Sullivan,66,11,49,D
558200,Sean Hoffman,67,77,88,B+
544062,Benjamin Smith,65,60,13,D
519198,Kathleen King,44,26,51,D
532809,Elizabeth Henderson,43,10,24,F
584097,Doris Davis,16,12,22,F
568395,Devon Young,90,43,53,B
556400,Courtney Scott,84,23,23,D
568955,Joseph Alvarez DDS,39,59,27,D
586736,Jose Valdez,85,75,43,B
515660,Russell Gaines,14,37,92,D
576362,Devin Crawford,29,42,82,C
511295,Jorge Mccarthy,91,87,21,B
574618,Thomas Petersen,94,46,76,B+
584172,Stephanie Fritz,26,84,82,B
597680,Joseph Mclean,82,43,55,C
527565,Jessica Reynolds,30,23,29,F
525042,Brittany Anderson,42,59,37,D
584591,Kaitlyn Wilson,70,62,44,C
579927,Scott Rowland,97,40,64,B
597798,Stephen Boone,66,86,48,B
594571,Grace Meyer,58,16,47,D
544226,Donna Haney,21,15,63,D
596885,Angela Lane,95,91,60,A
551016,Andrew Wade,66,96,98,A
517855,Michael Sweeney,39,93,36,C
580771,Sherri Jones,68,86,48,B
572084,Krystal Delgado,68,54,79,B
579578,John Williams,60,10,23,F
503324,Adam Hudson,82,100,85,A
521140,Matthew Lang,14,43,58,D
518282,Mario Dyer,68,36,54,C
550881,Megan Martin,68,21,42,D
598010,Mike Nguyen,99,63,55,B+
567589,Amanda Brown,34,25,29,F
538392,Kathleen Peters,38,44,84,C
514238,Michael Hall,15,14,69,F
534763,Bradley Nguyen,59,56,87,B
571836,Andrea Phelps,15,13,33,F
545763,Amanda Evans,94,30,66,B
582208,Cassandra Freeman,79,60,19,C
510411,Erica Thomas,13,98,92,B
599051,Wendy Castillo,93,58,90,B+
596041,Frank Rangel,95,63,57,B+
543942,Melissa Barnes,34,13,21,F
522094,Dawn Armstrong,96,56,22,C
594157,Keith Bruce,29,41,85,C
540699,Benjamin Mckinney,22,12,78,D
551210,Alyssa Perkins,95,16,48,C
549943,Brooke Marsh,45,16,50,D
509935,Michelle Chan,90,63,80,B+
514273,Emily Rodgers,84,40,37,C
555313,Seth Johnson,32,99,87,B+
514500,Megan Thompson,65,79,87,B+
531330,Amy White,79,45,52,C
540660,Cynthia Brown,87,98,98,A+
538934,Gregory Edwards,77,99,19,B
511624,Lori Clark,22,52,75,D
536675,Christopher Clark,90,29,49,C
527393,Victoria Carter,77,57,69,B
531219,Timothy Brown,88,21,23,D
524268,Jorge Davis,23,33,54,D
523357,Michael Harris,48,25,26,D
535643,Judy Smith,74,61,25,C
525950,Brandon Douglas,62,22,81,C
548614,William Smith,79,11,18,D
572290,Kimberly Pacheco,89,26,62,C
579531,Angela Wall,68,33,91,B
580536,Jack Sims,85,89,54,B+
520860,Evan Sampson,97,38,80,B+
512755,Courtney Bennett,16,60,99,C
526379,Robert Medina,41,44,70,C
541550,Dana Collins,17,98,68,B
515419,Chloe Fleming,68,17,99,B
524215,Erika Case,28,24,49,D
568939,Alexandra Cochran,29,30,34,F
510207,Jaime Blair,18,70,12,D
559889,Rebekah Jackson,72,81,95,A
568429,Michael Wilcox,56,16,53,D
592863,Geoffrey Fowler,49,68,39,C
542235,Jose Hutchinson,97,32,48,C
563216,Jessica James,82,70,71,B+
510502,Gregory Hill,34,17,29,F
542853,Vincent Williams,83,68,22,C
551077,Linda Diaz,51,98,74,B+
538321,Dwayne Anderson,22,24,38,F
547287,Jacob Martinez,88,59,34,C
548464,Brooke Jacobson,46,20,88,C
578421,Brandon Villanueva,38,74,27,D
574541,Sarah James,51,68,85,B
506541,Erin Reed,69,24,88,C
524028,Chelsea Bolton,48,83,61,B
578314,Corey Peterson,40,71,25,D
576816,Jessica Chavez,82,61,63,B
591588,Scott Cruz,77,72,57,B
558257,Barbara Holden,98,79,29,B
576412,Gabrielle Cuevas,70,53,39,C
580075,Alan Burgess,65,55,30,D
502306,Judith Johnson,19,46,65,D
563539,Deborah Morrow,52,68,17,D
595853,Matthew Watson,56,71,84,B
568342,Daniel Hood,34,61,15,D
503869,Courtney Lamb,33,22,65,D
502136,William Mendoza,52,34,35,D
539794,Jennifer Bray,89,67,49,B
540155,Richard Shah,83,36,97,B+
586966,Roy Smith,53,73,45,C
522222,Edward Leblanc,64,44,50,C
530315,James Gray,39,100,60,B
569040,Jeanne Erickson,83,74,13,C
578122,Leslie Lucero,35,61,92,B
599767,Michael Shaw,91,47,41,C
590781,Cheryl Smith,32,52,40,D
503606,Leah Tucker,53,63,90,B
587345,Angel Ryan,42,50,62,C
599011,Lisa George,58,40,58,C
512231,Tiffany Kelly,11,73,82,C
548908,Jerry Copeland,67,71,30,C
548926,Jeffrey Harris,37,43,53,D
561691,Brandon Paul,85,84,48,B+
582551,Calvin Stewart,88,99,93,A+
526814,Heather Miles,26,96,58,C
568952,Jose Contreras,17,12,26,F
584605,Michael House,17,17,24,F
540816,Robert Robinson,54,62,91,B
534880,Melissa Frazier,15,46,54,D
512514,Lisa Williams,97,16,65,C
541756,Paul Martin,10,27,52,F
505877,Michael Mitchell,70,40,76,B
514208,Brian Guzman,29,16,17,F
517157,Mark Cole,69,84,93,A
539152,Dr. Andrew Larson,66,28,43,D
579373,Adam Davies,40,65,18,D
545609,Dylan Mclaughlin,67,51,19,D
535326,Catherine Adams,53,55,29,D
596633,Joseph Castillo,77,82,30,B
598846,Joe Marshall,96,11,61,C
589989,Sarah Lawson,32,10,80,D
593230,Melissa Cardenas,32,12,15,F
553023,Craig Perkins,83,66,53,B
517466,Brandon Brown,15,47,58,D
580205,Casey Garcia,18,96,31,D
506816,Donald Weber,100,44,75,B+
554221,Jacqueline Alexander,21,52,88,C
517301,Christina Marks,75,60,64,B
531398,Melissa Johnson,27,86,82,B
535993,Keith Bautista,95,99,73,A
514345,Frank Barron,78,68,80,B+
589025,Jose Santana,82,97,52,B+
588271,Joshua Todd,37,55,74,C
584403,Annette Stokes,71,80,67,B+
549621,Rick Webster,97,32,100,B+
527900,Kyle Adams,25,98,12,D
513649,Steve Beck,81,75,23,C
537754,Travis Martin,50,35,73,C
519643,Jessica Wagner,11,59,79,D
508010,Marcus Gonzales,69,40,71,C
508563,Pamela Robinson,81,75,87,A
595530,Antonio Hardy,15,48,30,F
585618,Martin Blair,56,95,29,C
506645,Reginald Maynard,10,78,47,D
